Grado,Asignatura,ID,Errors
6,ingles,CO-ENG-06-clothes-fashion-103,"V3.0: Missing Periodo"
6,ingles,CO-ENG-06-daily-routine-106,"V3.0: Missing Periodo"
6,ingles,CO-ENG-06-food-drinks-105,"V3.0: Missing Periodo"
6,ingles,CO-ENG-06-hobbies-107,"V3.0: Missing Periodo"
6,ingles,CO-ENG-06-my-house-101,"V3.0: Missing Periodo"
6,ingles,CO-ENG-06-school-objects-110,"V3.0: Missing Periodo"
6,ingles,CO-ENG-06-seasons-weather-104,"V3.0: Missing Periodo"
6,ingles,CO-ENG-06-transportation-109,"V3.0: Missing Periodo"
6,ingles,UNI-ENG-06-basic-cooking-001,"V3.0: Missing Periodo"
6,ingles,UNI-ENG-06-city-001,"V3.0: Missing Periodo"
6,ingles,UNI-ENG-06-digital-safety-001,"V3.0: Missing Periodo"
6,ingles,UNI-ENG-06-kindness-001,"V3.0: Missing Periodo"
6,ingles,UNI-ENG-06-logic-puzzles-001,"V3.0: Missing Periodo"
6,ingles,UNI-ENG-06-travel-adventure-001,"V3.0: Missing Periodo"
7,ingles,CO-ENG-07-daily-routines-001,"V3.0: Missing Periodo"
7,ingles,CO-ENG-07-describing-people-104,"V3.0: Missing Periodo"
7,ingles,CO-ENG-07-feelings-emotions-105,"V3.0: Missing Periodo"
7,ingles,CO-ENG-07-food-006,"V3.0: Missing Periodo"
7,ingles,CO-ENG-07-food-110,"V3.0: Missing Periodo"
7,ingles,CO-ENG-07-friends-003,"V3.0: Missing Periodo"
7,ingles,CO-ENG-07-hobbies-interests-102,"V3.0: Missing Periodo"
7,ingles,CO-ENG-07-home-family-004,"V3.0: Missing Periodo"
7,ingles,CO-ENG-07-home-family-107,"V3.0: Missing Periodo"
7,ingles,CO-ENG-07-my-routines-101,"V3.0: Missing Periodo"
7,ingles,CO-ENG-07-places-city-103,"V3.0: Missing Periodo"
7,ingles,CO-ENG-07-school-life-002,"V3.0: Missing Periodo"
7,ingles,CO-ENG-07-school-life-106,"V3.0: Missing Periodo"
7,ingles,CO-ENG-07-sports-109,"V3.0: Missing Periodo"
7,ingles,UNI-ENG-07-animal-rights-001,"V3.0: Missing Periodo"
7,ingles,UNI-ENG-07-emergency-response-001,"V3.0: Missing Periodo"
7,ingles,UNI-ENG-07-functional-logic-001,"V3.0: Missing Periodo"
7,ingles,UNI-ENG-07-future-001,"V3.0: Missing Periodo"
7,ingles,UNI-ENG-07-honesty-honor-001,"V3.0: Missing Periodo"
7,ingles,UNI-ENG-07-problem-solving-001,"V3.0: Missing Periodo"
7,ingles,UNI-ENG-07-recycling-hero-001,"V3.0: Missing Periodo"
7,ingles,UNI-ENG-07-world-festivals-001,"V3.0: Missing Periodo"
7,ingles,CO-ENG-07-weather-005,"V3.0: Missing Periodo"
7,ingles,CO-ENG-07-weather-108,"V3.0: Missing Periodo"
8,ingles,CO-ENG-08-colombian-culture-102,"V3.0: Missing Periodo"
8,ingles,CO-ENG-08-daily-routines-101,"V3.0: Missing Periodo"
8,ingles,CO-ENG-08-environment-002,"V3.0: Missing Periodo"
8,ingles,CO-ENG-08-family-004,"V3.0: Missing Periodo"
8,ingles,CO-ENG-08-family-history-106,"V3.0: Missing Periodo"
8,ingles,CO-ENG-08-food-007,"V3.0: Missing Periodo"
8,ingles,CO-ENG-08-food-nutrition-104,"V3.0: Missing Periodo"
8,ingles,CO-ENG-08-health-006,"V3.0: Missing Periodo"
8,ingles,CO-ENG-08-health-109,"V3.0: Missing Periodo"
8,ingles,CO-ENG-08-hobbies-009,"V3.0: Missing Periodo"
8,ingles,CO-ENG-08-hobbies-interests-105,"V3.0: Missing Periodo"
8,ingles,CO-ENG-08-media-010,"V3.0: Missing Periodo"
8,ingles,CO-ENG-08-media-110,"V3.0: Missing Periodo"
8,ingles,CO-ENG-08-school-005,"V3.0: Missing Periodo"
8,ingles,CO-ENG-08-school-107,"V3.0: Missing Periodo"
8,ingles,CO-ENG-08-shopping-money-108,"V3.0: Missing Periodo"
8,ingles,CO-ENG-08-sports-003,"V3.0: Missing Periodo"
8,ingles,CO-ENG-08-technology-001,"V3.0: Missing Periodo"
8,ingles,CO-ENG-08-technology-daily-103,"V3.0: Missing Periodo"
8,ingles,CO-ENG-08-travel-008,"V3.0: Missing Periodo"
8,ingles,UNI-ENG-08-analytical-reading-001,"V3.0: Missing Periodo"
8,ingles,UNI-ENG-08-community-problems-001,"V3.0: Missing Periodo"
8,ingles,UNI-ENG-08-empathy-001,"V3.0: Missing Periodo"
8,ingles,UNI-ENG-08-food-culture-001,"V3.0: Missing Periodo"
8,ingles,UNI-ENG-08-metabolism-001,"V3.0: Missing Periodo"
8,ingles,UNI-ENG-08-social-media-001,"V3.0: Missing Periodo"
8,ingles,UNI-ENG-08-space-exploration-001,"V3.0: Missing Periodo"
9,ingles,CO-ENG-09-careers-jobs-008,"V3.0: Missing Periodo"
9,ingles,CO-ENG-09-careers-jobs-107,"V3.0: Missing Periodo"
9,ingles,CO-ENG-09-entertainment-009,"V3.0: Missing Periodo"
9,ingles,CO-ENG-09-entertainment-106,"V3.0: Missing Periodo"
9,ingles,CO-ENG-09-environment-002,"V3.0: Missing Periodo"
9,ingles,CO-ENG-09-environment-nature-104,"V3.0: Missing Periodo"
9,ingles,CO-ENG-09-environment-nature-110,"V3.0: Missing Periodo"
9,ingles,CO-ENG-09-food-nutrition-007,"V3.0: Missing Periodo"
9,ingles,CO-ENG-09-food-nutrition-108,"V3.0: Missing Periodo"
9,ingles,CO-ENG-09-friendship-relationships-105,"V3.0: Missing Periodo"
9,ingles,CO-ENG-09-health-wellness-003,"V3.0: Missing Periodo"
9,ingles,CO-ENG-09-music-entertainment-102,"V3.0: Missing Periodo"
9,ingles,CO-ENG-09-relationships-010,"V3.0: Missing Periodo"
9,ingles,CO-ENG-09-relationships-109,"V3.0: Missing Periodo"
9,ingles,CO-ENG-09-social-media-001,"V3.0: Missing Periodo"
9,ingles,CO-ENG-09-sports-fitness-006,"V3.0: Missing Periodo"
9,ingles,CO-ENG-09-sports-fitness-103,"V3.0: Missing Periodo"
9,ingles,CO-ENG-09-technology-004,"V3.0: Missing Periodo"
9,ingles,CO-ENG-09-travel-culture-005,"V3.0: Missing Periodo"
9,ingles,UNI-ENG-09-coding-logic-001,"V3.0: Missing Periodo"
9,ingles,UNI-ENG-09-critical-thinking-001,"V3.0: Missing Periodo"
9,ingles,UNI-ENG-09-inequality-001,"V3.0: Missing Periodo"
9,ingles,UNI-ENG-09-medical-innovations-001,"V3.0: Missing Periodo"
9,ingles,UNI-ENG-09-moral-dilemmas-001,"V3.0: Missing Periodo"
9,ingles,UNI-ENG-09-personal-finance-001,"V3.0: Missing Periodo"
9,ingles,UNI-ENG-09-sustainable-living-001,"V3.0: Missing Periodo"
9,ingles,UNI-ENG-09-veterinary-basics-001,"V3.0: Missing Periodo"
9,ingles,CO-ENG-09-world-travel-101,"V3.0: Missing Periodo"
10,ingles,CO-ENG-10-arts-culture-004,"V3.0: Missing Periodo"
10,ingles,CO-ENG-10-careers-future-104,"V3.0: Missing Periodo"
10,ingles,CO-ENG-10-careers-future-105,"V3.0: Missing Periodo"
10,Inglés,CO-ING-10-CONDITIONAL-001,"V3.0: Missing Periodo"
10,Inglés,CO-ING-10-CONDITIONAL-002,"V3.0: Missing Periodo"
10,Inglés,CO-ING-10-PASSIVE-001,"V3.0: Missing Periodo"
10,Inglés,CO-ING-10-PERFECT-001,"V3.0: Missing Periodo"
10,Inglés,CO-ING-10-PHRASAL-001,"V3.0: Missing Periodo"
10,Inglés,CO-ING-10-READING-001,"V3.0: Missing Periodo"
10,ingles,CO-ENG-10-crime-justice-006,"V3.0: Missing Periodo"
10,ingles,CO-ENG-10-crime-justice-110,"V3.0: Missing Periodo"
10,ingles,CO-ENG-10-economics-007,"V3.0: Missing Periodo"
10,ingles,CO-ENG-10-economics-108,"V3.0: Missing Periodo"
10,ingles,CO-ENG-10-education-systems-005,"V3.0: Missing Periodo"
10,ingles,CO-ENG-10-education-systems-107,"V3.0: Missing Periodo"
10,ingles,CO-ENG-10-environment-101,"V3.0: Missing Periodo"
10,ingles,CO-ENG-10-global-issues-002,"V3.0: Missing Periodo"
10,ingles,CO-ENG-10-health-wellness-104,"V3.0: Missing Periodo"
10,ingles,CO-ENG-10-history-009,"V3.0: Missing Periodo"
10,ingles,CO-ENG-10-media-influence-105,"V3.0: Missing Periodo"
10,ingles,CO-ENG-10-media-literacy-103,"V3.0: Missing Periodo"
10,ingles,CO-ENG-10-philosophy-010,"V3.0: Missing Periodo"
10,ingles,CO-ENG-10-philosophy-106,"V3.0: Missing Periodo"
10,ingles,CO-ENG-10-psychology-008,"V3.0: Missing Periodo"
10,ingles,CO-ENG-10-psychology-109,"V3.0: Missing Periodo"
10,ingles,CO-ENG-10-science-innovation-003,"V3.0: Missing Periodo"
10,ingles,CO-ENG-10-social-media-001,"V3.0: Missing Periodo"
10,ingles,CO-ENG-10-technology-ethics-102,"V3.0: Missing Periodo"
10,ingles,CO-ENG-10-technology-society-101,"V3.0: Missing Periodo"
10,ingles,UNI-ENG-10-art-history-001,"V3.0: Missing Periodo"
10,ingles,UNI-ENG-10-cyber-addiction-001,"V3.0: Missing Periodo"
10,ingles,UNI-ENG-10-freelancing-001,"V3.0: Missing Periodo"
10,ingles,UNI-ENG-10-investment-basics-001,"V3.0: Missing Periodo"
10,ingles,UNI-ENG-10-media-bias-001,"V3.0: Missing Periodo"
10,ingles,UNI-ENG-10-nutrition-science-001,"V3.0: Missing Periodo"
10,ingles,UNI-ENG-10-remote-work-001,"V3.0: Missing Periodo"
10,ingles,UNI-ENG-10-renewable-energy-001,"V3.0: Missing Periodo"
10,ingles,UNI-ENG-10-risk-management-001,"V3.0: Missing Periodo"
10,ingles,UNI-ENG-10-scientific-literacy-001,"V3.0: Missing Periodo"
10,ingles,UNI-ENG-10-social-justice-001,"V3.0: Missing Periodo"
10,ingles,UNI-ENG-10-travel-mastery-001,"V3.0: Missing Periodo"
10,ingles,CO-ENG-10-world-cultures-102,"V3.0: Missing Periodo"
10,ingles,CO-ENG-10-world-cultures-103,"V3.0: Missing Periodo"
11,ingles,CO-ING-11-advertising-001,"V3.0: Missing Periodo"
11,ingles,CO-ENG-11-artificial-intelligence-002,"V3.0: Missing Periodo"
11,ingles,CO-ENG-11-artificial-intelligence-106,"V3.0: Missing Periodo"
11,ingles,CO-ENG-11-climate-change-003,"V3.0: Missing Periodo"
11,ingles,CO-ENG-11-artificial-intelligence-001,"V3.0: Missing Periodo"
11,ingles,CO-ENG-11-climate-change-001,"V3.0: Missing Periodo"
11,ingles,CO-ENG-11-entrepreneurship-001,"V3.0: Missing Periodo"
11,ingles,CO-ENG-11-media-literacy-001,"V3.0: Missing Periodo"
11,ingles,CO-ENG-11-space-exploration-001,"V3.0: Missing Periodo"
11,ingles,CO-ING-11-part1-002,"V3.0: Missing Periodo"
11,ingles,CO-ING-11-part1-003,"V3.0: Missing Periodo"
11,ingles,CO-ING-11-part1-004,"V3.0: Missing Periodo"
11,ingles,CO-ING-11-part1-005,"V3.0: Missing Periodo"
11,ingles,CO-ING-11-part1-006,"V3.0: Missing Periodo"
11,Inglés,CO-ING-11-reading-001,"V3.0: Missing Periodo"
11,ingles,CO-ENG-11-cultural-diversity-104,"V3.0: Missing Periodo"
11,ingles,CO-ENG-11-democracy-004,"V3.0: Missing Periodo"
11,ingles,CO-ENG-11-digital-future-101,"V3.0: Missing Periodo"
11,ingles,CO-ENG-11-economics-basics-105,"V3.0: Missing Periodo"
11,ingles,CO-ENG-11-entrepreneurship-008,"V3.0: Missing Periodo"
11,ingles,CO-ENG-11-entrepreneurship-109,"V3.0: Missing Periodo"
11,ingles,CO-ENG-11-environment-crisis-103,"V3.0: Missing Periodo"
11,ingles,CO-ENG-11-global-001,"V3.0: Missing Periodo"
11,ingles,CO-ENG-11-global-economy-104,"V3.0: Missing Periodo"
11,ingles,CO-ENG-11-globalization-005,"V3.0: Missing Periodo"
11,ingles,CO-ENG-11-globalization-107,"V3.0: Missing Periodo"
11,ingles,CO-ENG-11-human-rights-006,"V3.0: Missing Periodo"
11,ingles,CO-ENG-11-human-rights-108,"V3.0: Missing Periodo"
11,ingles,CO-ENG-11-literature-010,"V3.0: Missing Periodo"
11,ingles,CO-ENG-11-media-literacy-007,"V3.0: Missing Periodo"
11,ingles,CO-ENG-11-mental-health-102,"V3.0: Missing Periodo"
11,ingles,CO-ENG-11-scientific-innovation-110,"V3.0: Missing Periodo"
11,ingles,CO-ENG-11-scientific-method-103,"V3.0: Missing Periodo"
11,ingles,CO-ENG-11-social-justice-105,"V3.0: Missing Periodo"
11,ingles,CO-ENG-11-space-exploration-009,"V3.0: Missing Periodo"
11,ingles,UNI-ENG-11-cinema-media-001,"V3.0: Missing Periodo"
11,ingles,UNI-ENG-11-global-economics-001,"V3.0: Missing Periodo"
11,ingles,UNI-ENG-11-global-politics-001,"V3.0: Missing Periodo"
11,ingles,UNI-ENG-11-modern-history-001,"V3.0: Missing Periodo"
11,ingles,UNI-ENG-11-philosophical-debate-001,"V3.0: Missing Periodo"
11,ingles,UNI-ENG-11-psychology-basics-001,"V3.0: Missing Periodo"
11,ingles,UNI-ENG-11-resource-management-001,"V3.0: Missing Periodo"
11,ingles,UNI-ENG-11-soft-skills-001,"V3.0: Missing Periodo"
11,ingles,UNI-ENG-11-technical-devops-001,"V3.0: Missing Periodo"
11,ingles,UNI-ENG-11-technical-it-001,"V3.0: Missing Periodo"
11,ingles,UNI-ENG-11-urban-challenges-001,"V3.0: Missing Periodo"
11,ingles,UNI-ENG-B2-advanced-grammar-001,"V3.0: Missing Periodo"
11,ingles,CO-ING-11-urbanization-001,"V3.0: Missing Periodo"
12,ingles,UNI-ENG-12-academic-research-001,"V3.0: Missing Periodo"
12,ingles,UNI-ENG-12-business-leadership-001,"V3.0: Missing Periodo"
12,ingles,UNI-ENG-12-career-planning-001,"V3.0: Missing Periodo"
12,ingles,UNI-ENG-12-climate-summit-001,"V3.0: Missing Periodo"
12,ingles,UNI-ENG-12-digital-ethics-001,"V3.0: Missing Periodo"
12,ingles,UNI-ENG-12-entrepreneurship-001,"V3.0: Missing Periodo"
12,ingles,UNI-ENG-12-fintech-crypto-001,"V3.0: Missing Periodo"
12,ingles,UNI-ENG-12-literary-nuance-001,"V3.0: Missing Periodo"
12,ingles,UNI-ENG-12-music-evolution-001,"V3.0: Missing Periodo"
12,ingles,UNI-ENG-12-negotiation-skills-001,"V3.0: Missing Periodo"
12,ingles,UNI-ENG-12-neuroscience-psych-001,"V3.0: Missing Periodo"
12,ingles,UNI-ENG-12-technical-ai-data-001,"V3.0: Missing Periodo"
12,ingles,UNI-ENG-C1-academic-writing-001,"V3.0: Missing Periodo"
12,ingles,UNI-ENG-C1-business-elite-001,"V3.0: Missing Periodo"
12,ingles,UNI-ENG-C2-global-issues-001,"V3.0: Missing Periodo"
